"","date","home.team","home.score","away.team","away.score"
"1039",2020-06-14,"Real Madrid",3,"Eibar",1
"1040",2020-06-14,"Sociedad",1,"Osasuna",1
"1041",2020-06-15,"Levante",1,"Sevilla",1
"1042",2020-06-15,"Betis",2,"Granada",2
"1043",2020-06-16,"Getafe",0,"Espanol",0
"1044",2020-06-16,"Villarreal",1,"Mallorca",0
"1045",2020-06-16,"Barcelona",2,"Leganes",0
"1046",2020-06-17,"Eibar",2,"Ath Bilbao",2
"1047",2020-06-17,"Valladolid",0,"Celta",0
"1048",2020-06-17,"Osasuna",0,"Ath Madrid",5
"1049",2020-06-18,"Alaves",2,"Sociedad",0
"1050",2020-06-18,"Real Madrid",3,"Valencia",0
"1051",2020-06-19,"Granada",0,"Villarreal",1
"1052",2020-06-19,"Mallorca",1,"Leganes",1
"1053",2020-06-19,"Sevilla",0,"Barcelona",0
"1054",2020-06-20,"Espanol",1,"Levante",3
"1055",2020-06-20,"Ath Bilbao",1,"Betis",0
"1056",2020-06-20,"Getafe",1,"Eibar",1
"1057",2020-06-20,"Ath Madrid",1,"Valladolid",0
"1058",2020-06-21,"Celta",6,"Alaves",0
"1059",2020-06-21,"Valencia",2,"Osasuna",0
"1060",2020-06-21,"Sociedad",1,"Real Madrid",2
"1061",2020-06-22,"Villarreal",2,"Sevilla",2
"1062",2020-06-22,"Leganes",0,"Granada",0
"1063",2020-06-23,"Levante",0,"Ath Madrid",1
"1064",2020-06-23,"Valladolid",1,"Getafe",1
"1065",2020-06-23,"Barcelona",1,"Ath Bilbao",0
"1066",2020-06-24,"Alaves",0,"Osasuna",1
"1067",2020-06-24,"Sociedad",0,"Celta",1
"1068",2020-06-24,"Real Madrid",2,"Mallorca",0
"1069",2020-06-25,"Eibar",1,"Valencia",0
"1070",2020-06-25,"Betis",1,"Espanol",0
"1071",2020-06-26,"Sevilla",1,"Valladolid",1
"1072",2020-06-27,"Ath Bilbao",3,"Mallorca",1
"1073",2020-06-27,"Celta",2,"Barcelona",2
"1074",2020-06-27,"Osasuna",2,"Leganes",1
"1075",2020-06-27,"Ath Madrid",2,"Alaves",1
"1076",2020-06-28,"Levante",4,"Betis",2
"1077",2020-06-28,"Villarreal",2,"Valencia",0
"1078",2020-06-28,"Granada",1,"Eibar",2
"1079",2020-06-28,"Espanol",0,"Real Madrid",1
"1080",2020-06-29,"Getafe",2,"Sociedad",1
"1081",2020-06-30,"Mallorca",5,"Celta",1
"1082",2020-06-30,"Leganes",0,"Sevilla",3
"1083",2020-06-30,"Barcelona",2,"Ath Madrid",2
"1084",2020-07-01,"Alaves",0,"Granada",2
"1085",2020-07-01,"Valencia",0,"Ath Bilbao",2
"1086",2020-07-01,"Betis",0,"Villarreal",2
"1087",2020-07-01,"Valladolid",0,"Levante",0
"1088",2020-07-02,"Eibar",0,"Osasuna",2
"1089",2020-07-02,"Sociedad",2,"Espanol",1
"1090",2020-07-02,"Real Madrid",1,"Getafe",0
"1091",2020-07-03,"Ath Madrid",3,"Mallorca",0
"1092",2020-07-04,"Celta",1,"Betis",1
"1093",2020-07-04,"Valladolid",1,"Alaves",0
"1094",2020-07-04,"Granada",2,"Valencia",2
"1095",2020-07-05,"Ath Bilbao",0,"Real Madrid",1
"1096",2020-07-05,"Espanol",0,"Leganes",1
"1097",2020-07-05,"Osasuna",0,"Getafe",0
"1098",2020-07-05,"Villarreal",1,"Barcelona",4
"1099",2020-07-06,"Levante",1,"Sociedad",1
"1100",2020-07-06,"Sevilla",1,"Eibar",0
"1101",2020-07-07,"Valencia",2,"Valladolid",1
"1102",2020-07-07,"Celta",1,"Ath Madrid",1
"1103",2020-07-08,"Betis",3,"Osasuna",0
"1104",2020-07-08,"Getafe",1,"Villarreal",3
"1105",2020-07-08,"Barcelona",1,"Espanol",0
"1106",2020-07-09,"Eibar",0,"Leganes",0
"1107",2020-07-09,"Mallorca",2,"Levante",0
"1108",2020-07-09,"Ath Bilbao",1,"Sevilla",2
"1109",2020-07-10,"Sociedad",2,"Granada",3
"1110",2020-07-10,"Real Madrid",2,"Alaves",0
"1111",2020-07-11,"Osasuna",2,"Celta",1
"1112",2020-07-11,"Valladolid",0,"Barcelona",1
"1113",2020-07-11,"Ath Madrid",1,"Betis",0
"1114",2020-07-12,"Espanol",0,"Eibar",2
"1115",2020-07-12,"Levante",1,"Ath Bilbao",2
"1116",2020-07-12,"Leganes",1,"Valencia",0
"1117",2020-07-12,"Sevilla",2,"Mallorca",0
"1118",2020-07-13,"Alaves",0,"Getafe",0
"1119",2020-07-13,"Villarreal",1,"Sociedad",2
"1120",2020-07-13,"Granada",1,"Real Madrid",2
"1121",2020-07-16,"Eibar",3,"Valladolid",1
"1122",2020-07-16,"Ath Bilbao",0,"Leganes",2
"1123",2020-07-16,"Barcelona",1,"Osasuna",2
"1124",2020-07-16,"Betis",1,"Alaves",2
"1125",2020-07-16,"Celta",2,"Levante",3
"1126",2020-07-16,"Getafe",0,"Ath Madrid",2
"1127",2020-07-16,"Mallorca",1,"Granada",2
"1128",2020-07-16,"Real Madrid",2,"Villarreal",1
"1129",2020-07-16,"Sociedad",0,"Sevilla",0
"1130",2020-07-16,"Valencia",1,"Espanol",0
"1131",2020-07-19,"Alaves",0,"Barcelona",5
"1132",2020-07-19,"Valladolid",2,"Betis",0
"1133",2020-07-19,"Villarreal",4,"Eibar",0
"1134",2020-07-19,"Ath Madrid",1,"Sociedad",1
"1135",2020-07-19,"Espanol",0,"Celta",0
"1136",2020-07-19,"Granada",4,"Ath Bilbao",0
"1137",2020-07-19,"Leganes",2,"Real Madrid",2
"1138",2020-07-19,"Levante",1,"Getafe",0
"1139",2020-07-19,"Osasuna",2,"Mallorca",2
"1140",2020-07-19,"Sevilla",1,"Valencia",0
